text,sentiment
Sunday: Football. American football. Dolores Park. Fantastic Beast and Where to Find Them. Ramen. Palace Hotel. Forgot Westworld. 1 a.m.,neutral
"Bruh if my girl cheated on me with Cristiano Ronaldo, I'd just be jealous.",neutral
The South African government has moved a step closer to introducing a national minimum wage – the first ever in...,neutral
Listen to win passes to see #FantasticBeasts after 2pm w/ @user,neutral
Ashley Graham Confesses That Losing Weight Would #loseweightnow#loseweightfast#lose inches,neutral
File Equal Protection Lawsuit to Overturn Unconstitutional Winner Take All Electoral College #1p1vote... via @user,neutral
it seem like everyone and they momma did the thanksgiving mannequin challenge but I think ours takes the cake…,neutral
@user vaccines and smartphone radiation,neutral
By missing #NationalFastFoodDay yesterday I celebrated eating @user twice today #goals #noshame,neutral
#MUSIC #ArianaGrande@karinrino PM16:00Ariana Grande - Baby I,neutral
Dylann Roof Wants His Attorneys Back Until The Sentencing Phase Of His Death Penalty Case…,neutral
@user deadline for WI is today and hoping your people are on it and NOT this lying Putin loving scammer,neutral
Blog: Google Earth VR | 3D Rudder,neutral
"@user That's hysterical  - when Al Quida call Steve Bannon ""anti semitic"" 😂😂😂",neutral
Donald Trump shapes his cabinet as Jill Stein presses for recounts.,neutral
@user Debugging and testing AI and deep learning systems!,neutral
IMAGE: As ISIS takes your life Obama is on the links. #tcot #isis #islamisevil #nobama #fail #incompetent #golf,neutral
"What I am thinking on ""Trade and the new Trump administration"" #Trade #China #NAFTA #TPP…",neutral
@user Could CA’s illegal voter registration drive torpedo Hillary’s carefully laid plans 4 victory?,neutral
"We spoke to 9 year old Judy in eastern #Aleppo again""I want 2 go to school I’m not happy like this. At school we h…",neutral
My TinkerCAD & MeshMixer Workflow – 3D Modeling for 3D Printing – Using Free CAD Softwares,neutral
In 60 Minutes interview Trump adjusted his stances on building a wall along the Mexican border (he said a fence may go up in some areas),neutral
"BUY medical marijuana, CANNABIS OIL,moon rocks AND SEEDS AT VERY GOOD PRICES",neutral
#today Somewhere quite high on a road between Bala and Vyrnwy,neutral
"""When we’re supposed to be talking about diversity for women, it feels purpose-defeating."" —@theashleygraham",neutral
"@user euthanasia is for those suffering terminally health wise. But, do you or your organisation help those who are feeling suicidal?",neutral
United Nations Development Program (UNDP): South Korea offers USD 1M to support stability in #Libya.,positive
"#Eurozone BREAKING: Vladimir Putin admits Kim Jong-un is better in every way and would ""love to see... [his] face"" #SydMUN16",positive
@user Happy Thanksgiving!,positive
I think I have spent quite enough on Persona 5.,positive
New #BeautyAndTheBeast photo of Gaston wooing Belle @user @user,positive
"Gold heart earrings, Textured gold heart charm dangle earrings, heart jewelry, valentines..",positive
Thank you @user for always reminding me that light is more powerful than darkness.,positive
The latest 3D Printing! Thanks to @user @user @user #3dprinting #3d,positive
"@user @user When Hillary said, ""Basket of Deplorables."" That outcome was awesome.",positive
Well said #Muhammad Ali Jinnah,positive
Grayson Allen is so cute 😭😭😭,positive
Have YOU ever hugged the Eiffel Tower? I HAVE!!! - Google Earth VR: via @user,positive
"@user @user I mean, he'd be the Cubs best outfielder. He's still really good, he just had a down year imo.",positive
Ayyyyeeeee Thanksgiving 2016 in the books! Good time good time #mannequinchallenge @ New Orleans…,positive
Messi's 100 international goals for Barcelona #fcblive  [via @user,positive
"At the #NBAwards finalist reading, the poets were on 🔥. I've been reading these all day & they are brilliant. I can…",positive
The excitement felt when the #hatchimals hatches. Rosie's face was #priceless .  #hatchybirthday…,positive
"@user @user Yeah, I'm really looking forward to the constant Medicaid paperwork deluge for years on end. So much fun.",positive
@user @user @user Now that is awesome #mannequinchallenge #WeAre,positive
"Label scan for Bob Dylan's 12th biggest hit, Subterranean Homesick Blues.",positive
Go Marine Le Pen!👇👍,positive
I hope one day we won't even need a oil pipeline because we will have a achieved sustainable society. Free of harmful fossil fuels #NoDAPL,positive
Yep... they are staying put... Amazing work Mike Pence,positive
Great news from meeting of @user @user and @user #Ukraine soon to get visa-free #Schengen access.,positive
fascinating...https://t.co/VB8x7YOoE5,positive
"We Need, We Want @user singing #BeautyAndTheBeast @user @user !!!!! 🙏🏻🙏🏻🙏🏻",positive
@user update: Zac Efron kissing a puppy,positive
"{New Post} Yolanda Adams and Common singing ""Glory"" at the BET's #ThankYouObama event: This is an awesome rendition…",positive
Day 2 of vegetarianism 🍏🍐🍓🍇🍌 going good 😊👍🏻✌🏻️,positive
I liked a @user video The Sky's Limit: We Need to Stop Fossil Fuels,positive
Let Céline sing the theme Song again! #BeautyAndTheBeast 2017 #emmawatson #BeOurGuest #CelineDion,positive
"3D printing is great fun, even the cheaper kits turn out reasonable quality.",positive
"Tonight's plan is to sketch, design and colour in clothes, shoes and accessories for all our favourite characters f…",positive
@user @user UR going 2 love Steve Bannon as DJT's senior advisor 😂😂😂,positive
speak the truth even though if its leading to death penalty. cause nothing will set you free except THE TRUTH.,positive
Retweeted Daniel José Older (@djolder):The honorable @user receiving the #NBAwards and recalling being...,positive
@user @user We honestly did not know you guys were still alive. Grats! #DrainTheSwamp #NRA #FoxNews #realDonaldTrump,positive
@user Love It!Following! Retweeted! #WIN  Oh fantastic 💖💖 #Hatchimals #BlackFriday,positive
@user    Go get em girl!!!!   👊🏽,positive
#Spurs #GoSpursGo TIM DUNCAN 2009-10 PANINI CERTIFIED MIRROR BLUE #25 1/100 FIRST ONE !!! #TimDuncan #NBA,positive
Just seen the season finale for westworld and wow... This show is…,positive
Burtle for sale! DM me! #Hatchimals #hatchimal #blackfriday #burtle,positive
#Beauty #ArianaGrande-CHRISTMAS & CHILL-JAPAN ONLY #CD BONUS TRACK C94 #Deals #TopSeller,positive
@user I agree wholeheartedly! #notmyprsident #StillWithHer #sanders @user @user @user @user #TGIFriday,positive
"@user babe i thought you can do whatever you want... But, love, I'm no longer want to be without you.",positive
@user Kim Jong-un can help you. He can show you the way.,positive
Operated by Imura Works of Imura has been working to protect the freedom of gun rights and 3D printing workPlease support the activities!!,positive
"Retweeted Lost In History (@HistoryToLearn):Muhammad Ali hugs Pelé at his goodbye match. He said: ""My friend....",positive
"Tell it, Sistah! #ElizabethWarren #TrumpTransitionTeam #DrainTheSwamp",positive
@user Excellent idea!  Maybe the electoral college will change the outcome of the election!  They have a constitutional right to do it!,positive
"Another great article from this site. @user claims to be a civil rights organization , but is actually…",positive
"Abby *talking about the Hamilton soundtrack"": I heard Zac Efron had to wait like 8 months to get tickets, imagine me",positive
Grayson Allen & Lonzo Ball the best players in college basketball.,positive
@user #hatchimals #BlackFriday Count me in! 🍀,positive
"Everyone Google STEVE BANNON and shock, it means so much, I understood I wish it was illegal to my heart w",positive
Thank you @user #Yemen,positive
@user @user #NationalFastFoodDay ...then I picked the perfect one!! It's the ONLY fast food I will eat. Bean…,positive
Ringing in the greatest non-Chanel-O-Ween holiday of the year #BlackFriday #ScreamQueens,positive
"@user I'm admiring your beautiful physique on #ScreamQueens. Any particular nutrition plan you're following? Also, you're hilarious!",positive
waaant,positive
@user he is ... Grayson allen is just better,positive
Happy Thanksgiving!! 🍁 love you guys so much!  thankful for all your continued support and love ❤ what are you most…,positive
IVE ONLY SEEN FIVE MINS OF DAVID BLAINE AND MAN THIS GUY IS WICKED CRAZY COOL,positive
"Bob Dylan sings his 7th biggest hit, Gotta Serve Somebody live on the 1980 Grammy Awards. Intro by Kenny Rogers -",positive
Mah Stuff. #TheWalkingDead,positive
New picture from #BeautyAndTheBeast #DisneyLiveAction Gaston courts Belle with flowers...,positive
@user thanks for reminding me about this. I love david blaine.,positive
@user Hill seeing money signs... we go as far as he takes us! Fat contract coming up!,positive
The latest Coachella Valley 360! Thanks to @user @user @user #yemencrisis #yemen,positive
Christmas Charity Benefit 🌲 #MannequinChallenge @ Lukas Nursery & Butterfly Encounter,positive
"@user it's delicious, but still not as good as Kim Jong-un's suave lisp. Yum.",positive
seriously though zac efron in hairspray is the reason my life is great,positive
I just started to speak in the train to a #Roma lady who just was in #Jerusalem and I remembered the greatest...,positive
#NowPlaying Leonard Cohen - Joan Of Arc (live),positive
#lmao 😂😂😂😂 #theface definitely me #mannequin #mannequinchallenge #goofy #stevebuscemi…,positive
"Great speech by Pope Francis. He said ""The church needs Mercy Pastors who don't lower the standards""!",positive
"@user Thank-You. Let's all work as a Team to keep the @user Movement ""America First"" STRONG.",positive
@user This is a very suggestive trend in AI. Even a high school student can use deep learning method.,positive
Me and the incredibly talented @user at #BeautyAndTheBeast #sitzprobe yesterday. Opens next Friday. Eek!…,positive
Catching up on TWD #amc #TheWalkingDead,positive
Tesla Model S Hits The Track Ahead Of Electric GT Championship,positive
"Oh Hester..I love you😂Seriously @user in this role, it's EVERYTHING..I mean Rachel Berry to Hester? DAMN girl👏🏼🙌🏼❤️#ScreamQueens",positive
One of my new favorite shows is #ThisIsUs and our very own @user does awesome ep recaps!!!,positive
The only thing I can commit to is my vegetarianism,positive
some of my new favorite otps from #fantasticbeasts 😍😍,positive
"35 years ago today Rollie Fingers becomes first reliever to win CY Young and MVP honours. What a pitcher,what a moustache @user",positive
Look out below!! 👀 #DENatUTA (Vine by @user,positive
My sister called me and woke me up while I was fighting zombies with Rick. I watch too much #TheWalkingDead 😂,positive
".@jeremyscahill is, AFAIK, one of the best if not the best Western journalist regarding the #yemen crisis. Hope he saw #YemenCrisis leaks.",positive
Anyway the way OR rolled out its OHP access in '08 is a good antecedent to Medicaid expansion in the ACA,positive
@user #GilmoreGirlsTop4 Top 4 + invisible 51. Jess 😍2. Paris😂3. Luke💜4. Sookie🎈5. Taylor 😅,positive
@user @user @user #NBAwards Let's unearth more such jewels of #Bengaluru,positive
Ridiculously good? 😬 #ThisIsUs,positive
Dr. Tim Robinson Believes that Integrating #Homeopathy into His Medical Practice has Made Him a Better Doctorhttps://t.co/eCGIdN2xRL,positive
@user love both of you die hard trump train here.pence u rock,positive
@user I'd Like the Next Bond car to be Tesla Model S or X. @user @user #tesla #modelS,positive
Thanks @user for standing up for ALL Oregon's families. #FireBannon,positive
Prepare to be enlightened!  #TrumpWon #TrumpTransitionTeam @user,positive
A transient night with strangers can be held forever in music. Leonard Cohen on the inspiration behind song:…,positive
.@NationalBook Award-winning author @user will deliver Black History Month Lecture at #VCU #NBAwards,positive
Google Earth VR may be the best way to explore the world without a plane ticket by #CrescentVale via @user,positive
@user Longer term prediction re this: self-driving cars => lower car ownershipelectric cars => swappable parts => easier repairs,positive
@user @user The same McConnell who was minority leader as Obamacare was passed? Riiiight 😂,positive
Kangen water restores the body to perfect health.⭕40 year track record⭕Gold standard of water…,positive
"This David Blaine special on Netflix is wild. He just straight up owns Macklemore, Psy, a doctor and Jaden Smith.",positive
when u start eating thanksgiving dinner before u say grace & ur grandma catches u,positive
The latest Fashion Hub! #mannequinchallenge #beautyandthebeast,positive
"Thank you for the code! Finally, I can get in. #Westworld #WestworldFinale .@WestworldHBO",positive
@user yeah you're right. Luckily I live in the most liberal state in the country. First to legalize gay marriage,positive
Legends only 💪#onedirection,positive
"LEONARD COHEN - ""Take this waltz"" from #EnriqueMorente #Omega #Morente",positive
OH I JUST CAUGHT ON! I see what y'all did there!! #ThisIsUs,positive
Is there anything Tim Duncan can't do?,positive
"#GilmoreGirlsTop4 Jess, Michel, Paris, Dave. Gosh it's so hard only choosing 4!",positive
You can register for this webinar on homeopathy.  I highly recommend it.,positive
@user it was. Hosted my first Thanksgiving. Actually got all the food to turn out right. Good times had.,positive
"A good song is like a ""psychic refreshment."" (from Leonard Cohen) ... Oh yes! It really can be like that.",positive
So exited to see @user in #ThisIsUs after seeing #GilmoreGirlsRevival,positive
"Retweeted AFV (@AFVofficial):""Um, yes, I'll take it to go."" #NationalFastFoodDay",positive
Tim Duncan still has a big presence with Spurs #gospursgo,positive
Putin and Seagal love to double date with Dennis Rodman and Kim Jong Un.,positive
Imma miss Obama 😭😭 #ThankYouObama,positive
Hunter Verlander is the man... no doubt about it! Watch him fly on,positive
Our MBFM #MannequinChallenge to have a little fun for the holidays!https://t.co/hMrzgVZYhd,positive
hehe. steve bannon is cool.  this goes out to the darkness. trump should give me a job.  i'll be honest via @user,positive
"We save $3,500 a year on Transportation Costs - all hail the bus!",positive
I liked a @user video Archie Bunker's Editorial on Gun Control,positive
🏀Good practice and ready for tomorrow! @user @user #fcblive,positive
COLD STONE PUT ME IN A HAPPY PLACE...,positive
#Spurs #GoSpursGo TIm Duncan 1998-99 Upper Deck Super Powers Spurs #Card #S24 #TimDuncan #NBA,positive
My lovely cat #Back ❤ #instacats #lovely #cute #binghazi❤ #selfie #catselfies #Libya #charcher…,positive
Democrats knew the this was how important this election was.  We need to #UniteBlue Be bigger re-focus on OUR goal.,positive
Lol Justin verlander on the drums for lions halftime show,positive
If I could be one male celebrity I would be Zac Efron. The dude has his life together.,positive
"@user @user Moly quoted Spencer heavily in his 'Untruth About Steve Bannon', which was nice of him.",positive
We just tried @user #VR in our @user and loved everything about it!https://t.co/TbrBW2fwx6,positive
"""TPP Grants Banks Terrifying Secret Powers"" on YouTube",positive
#NationalFastFoodDay Would love to live there. Chick-fil-A 😍,positive
I liked a @user video NEW: Anti Trump Riots in America Compilation,positive
OH GOD WHAT EVEN IS EDDIE REDMAYNE? can I pack him in a suitcase? 😭😭 #fantasticbeasts,positive
@user Always with you Mrs. Clinton. #stillwithher,positive
guess whom @user is obsessed with right now😊🙏🏼❤️️#AshleyGraham #plussizefashion,positive
"We the best, no Khaled,We the best like Ali, Muhammad",positive
Fairmont beats Tipp 38-28! @user #gobirds,positive
Leonard Cohen is also the most compelling gnostic philosopher,positive
#Clarity is the first step in achieving your biggest #goalshttps://t.co/GkOUmepYJu #DominatingYourMind #DYM @user #NBAwards,positive
#NationalFastFoodDay ? Samosas r gr8. Ever tried #chicken and #cheese?https://t.co/1BEuhkdcdJ  @user,positive
Welcome to Jerusalem #salamduajari from #jerusalem #israel the #city of #peace #DW #picture…,positive
National fast food day is the only thing that matters🍔 Watch the animation here🍟,positive
@user ohh yes please my faughyer would love one of these i cant get one anywhere 😔 #Win #blackfriday  #Hatchimals,positive
4. One last time - #ArianaGrandehttps://t.co/0o4T0q3GsY,positive
Watching #thankyouobama on @user this @user 'u make me wanna' remix using that sweet sable 'old times sake' beat was 🔥🔥🔥very unexpected,positive
Future of Tipp football looking bright.,positive
Here Is Everything You Should Know About Melania Trumphttps://t.co/eH6V4gxcDF,positive
Leslie Odom Jr. SANG that. #ThankYouObama,positive
An interesting bit on #Homeopathy’s contribution to #History.,positive
Happy Canadian Valentines Day!,positive
"#DeepLearning Key Terms, Explained #KDN",positive
God Bless Them!...They are my kind of peoples  #Godspeed #MosulOp #Peshmerga #MosulOffensive #Twitterkurds,positive
Now Playing on #Channel80: Ricky Martin - Casi Un Bolero -,positive
@user from @user  -  #rickymartin #JardinesDeMéxico ¡Gracias! 🙏🏻 #OneWorldTour #México #Meksika…,positive
"@user @user we just started . learned it from the left from ppl like Michael Moore, Soros, sharpton. The great unifiers.",positive
.@utahjazz players aim to give Rudy Gobert the experience his French childhood deprived him of: catching passeshttps://t.co/cZcmBwoHUI,positive
See how Uber drivers use weteak's software to track income and manage expenses!,positive
If @user made an appearance as Adam again I'd have to call him a God because he has so much material on #ThisIsUs  #yr #Dreams,positive
@user buy Persona 5. Pre-order it on Amazon,positive
"Adios Fidel, hola Cuba libre?: UNITED NATIONS — When Fidel Castro died at age 90, perhaps the greatest achievement…",positive
@user So you support raising the federal minimum wage to $11/hour? That's a start!,positive
FREE Amazon Prime Shipping! #fantasysports #FantasyHockey #FantasyFootball #FantasticBeasts…,positive
Velvet is in! LuLaRoe has the more modest version. Check out #LuLaroeelegant,positive
@user I LOVE #THISISUS great show/concept 😊😊😊😊 you are a fantastic actor! #armywives #ThePeopleVsOJSimpson and now THIS 🙌⭐👌,positive
High School graduation rates are steadily increasing.#ThankYouObama,positive
"God bless him—he’s a stud—Coach K on Grayson Allen, who had 17, 5 and 6:https://t.co/LFjPobfvfP",positive
We are still going strong! We're open until 10 pm tonight! All our regular sized Pops! are 3 for $25! Exclusives included!,positive
It's a good day to watch #ThisIsUs and #Insecure,positive
Leonard Cohen albums sell fast in Montreal,positive
"NEWS : Christian Media in Nigeria : Yolanda Adams and Common singing ""Glory"" at the BET's #ThankYouObama event by…",positive
Sweet dog helps raise abandoned tiger cubs:https://t.co/aXvV40ABWr,positive
Please RETWEET as much as u can! Americans for the XII Amendment #UniteBlue #BlueUnited,positive
@user @user sox have a Cy Young award winner & a few interesting young arms. Also can trade guys like Devers or Moncada for SP.,positive
#MuhammadAli Muhammad. Ali Signed Olympics Picture Boxing Halll Of Fame #Legend #Boxer,positive
That Westworld finale was so good! Hoping we don't have to wait too long for Season 2...,positive
#Spurs #GoSpursGo 1997-98 #Topps ROOKIE of TIM DUNCAN #115 San Antonio Spurs RC HOF #TimDuncan #NBA,positive
"Other than Lorelai and Rory, #GilmoreGirlsTop4 characters are: 4.Sookie 3.Kirk 2.Jess",positive
"""A little bit of mercy makes the world less cold and more just.""- Pope Francis",positive
Paul Ryan is the gold standard for conservatism.... #SeanDuffy #aphorism,positive
Cristiano Ronaldo u won the heart <3,positive
#gilmoregirlstop41).  Lane's Mom (Hello @user  Michel!!3).  Kirk (obviously)4).  Babette while running and holding her boobs,positive
I like the day after thanksgiving no one at my house askin a million questions and all the leftovers here 😂,positive
"A bird in the Pope Francis trend like actually, all sin is already forgiven.",positive
"I love laughter in music, like bob dylan when he says breast in girl from the north country",positive
"@user @user wow,wow,so beautiful life!!enjoy it ok!!both be the best forever!!",positive
@user @user lmaooo all day everyday ‼️ Her cougar self got her lil cubs in check so it's only right 😊❤️❤️,positive
@user I wish your headband shot went in. Almost would have been as cool as your last-second-backwards-flip-tip-in with the @user,positive
"A tribute by Pakistani labour activists to the significance of the Cuban Revolution, and Fidel Castro.",positive
@user that's amazing😎. I am a tipp supporter living i Sixmilebridge for 35 yr😎s. Then again there is no convention centre in smb😎,positive
"MORE: Marine Le Pen welcomed Italian referendum result, congratulated Salvini, leader of right-wing Northern League",positive
@user @user @user lots of energy like We wanted to see!!#letsgojazz,positive
Check out @user great  #MannequinChallenge!  #Belfasthour,positive
SEXY! Ashley Graham Does Mannequin Challenge in Pink Lingerie | ADDITION ELLE Spring 2017 Collection,positive
Check out the electropop duo playing for Pope Francis and tackling the most pressing social issues and…,positive
Best seats in the house 👌⚡️🐉 #fantasticbeastsandwheretofindthem #fantasticbeasts #vue #cinema…,positive
Courtesy of @user #Gaston #BeautyAndTheBeast #BeOurGuest #Disney,positive
the amount of times I've said hallo and imitated Melania Trump tonight is at an all time high ahahaha,positive
#ScreamQueens Cassidy & Ingrid team up. | ... via @user @user,positive
"Tweet later . . . euthanasia comes to America soon, and Thank God.",positive
@user @user yeah they found it in the files of the PS3 version,positive
Obviously @user must sing #BeautyAndTheBeast Again !!!! @user @user  (WE WANTTTTT) 🙏🏻,positive
Calm before the storm... #ThisIsUs,positive
Fell into a david blaine rabbit hole and watched the most recent one and this guy is just amazing,positive
Chanel Por Homme 😂 #ScreamQueens,positive
@user wow on my daughters wish list #hatchimals #BlackFriday,positive
Fantastic idea. Imagine Tory UK trying this? More likely to push for euthanasia law....,positive
"Don't count the days, make the days count. -Muhammad Ali",positive
I pitched in. Winning this senate seat would be huge for Dems.,positive
"@user @user I learned Basket Weaving for my deplorables.And I love a good mani/pedi & couples massage with you, handsome 😘",positive
ICYMI:  Last night's 'All That Jazz' with @user & @user to celebrate the @user win a little more.,positive
The greatest and deadliest magic trick I've ever seen. You won't regret watching David Blaine.,positive
"It is time we Georgians did not depend only on others, it is tim... #MikheilSaakashvili #quotes",positive
Robots and then fukin them auaaa I love you sweetheart.,positive
@user its about automation. e.g. I keep meeting drivers who have never heard of self driving cars. The silver collar worker is coming!,positive
@user #SettleForMore Excellent read! My wife and I thoroughly enjoyed it. We are big fans of yours.,positive
"Bob Dylan with the 1983 music video for song 18, Sweetheart Like You -",positive
@user @user Now that's awesome. Have his autograph but that's as close as I ever got to meeting him Lol. Did meet Bob Dylan tho!,positive
"#FantasticBeasts as brought to you by Fantastic Beasts stuffed mystical animals, found in the JK Rowling unlimited supply of merch store.",positive
ICYMI: How a legendary Tipp Hill bar helped rebuild a minister's burned-out home,positive
Omggggg Taylor Lautner #ScreamQueens #DrCassiyCascade #GreenMeanie,positive
"@user More terrific news out of the #TrumpTransitionTeam.  Keep up the great work, ladies & gentlemen!…",positive
@user I'm guessing that means valentines??🤔😏❤️,positive
"#TheWalkingDead episode 42. The Governor is back to his old ways...plans on taking over the prison. For me, 8/10 #JJReviews",positive
"#GilmoreGirlsTop4       Christiane Amanpour,      Sophie Bloom/Carole King, Madeleine Albright,            Barbara Boxer",positive
Who do you like more? Gong Joo-young or Han Shi-yeon (girls from webtoons)CY: I like GJY more. I won't spoil tho. I watched '연애혁명' 8times,positive
How cute he is!!😫😫💕💕#FBNiffler #FantasticBeasts,positive
"But for us Democrats, Obamacare is a badge of honor. Because no ... #KathleenSebelius #aphorism",positive
"@user for future games, would recommend Persona 5, out in February. Always a great combo of RPG and jungian psychology.",positive
Infant girls 6-9 months.  Cute for Christmas or Valentines Day.  $3,positive
Welcome to the world according to #Trump #TrumpCabinet #TrumpTransition #TrumpTransitionTeam #TrumpTeam,positive
"Homeopathy is also good for our kids, with no harmful side-effects!",positive
I love scream queens 😍😍😊 #screamqueens #love #happy #hot #omg #lol #like,positive
TV shows that more people should be watching. #ScreamQueens #MTVScream #Quantico #HTGAWM #The100 #Blindspot #Drama…,positive
The The Orlando #Python User Group meetup is hosting the Deep Learning with #Python on Monday after next. Be there:,positive
#Tigers #Memorabilia 2013 DETROIT TIGERS TICKET LOT OF 3 vs WHITE SOX CABRERA VERLANDER VGC L@@K! #Vintage #Sports,positive
#4WordBargainBad hombres' honed bras#jokes #comedy #humor,positive
@user   LUCAS VAZQUEZ O CRISTIANO RONALDO THE BEST PLAYER OF THE WORLD,positive
If you have any love for Leonard Cohen you have to read Beautiful Losers like right now.,positive
Happy belated #NationalFastFoodDay!I want our #McDonalds with #McDelivery & #ShrimpBurgers like in #Seoul!  My fav…,positive
Digesting while watching #ScreamQueens s1 Thanksgiving & Black Friday eps. SO SO GOOD!!,positive
Ben Carson and Sheriff Clark are two men who know that Trump isn't racist. Truly great Americans. Unbelievably talented role models for all.,positive
When a legend speaks about another Legend ❤ #Gerrard #Messi #FCBLive,positive
ICYMI! SO much celeb shade to be thankful for this year!,positive
"🔉 Leo #Messi: ""I am very happy with the game we played at Celtic Park, and for qualifying (to the knockout stages)""…",positive
Wishing you a great #Shabbat & relaxed #weekend from #Jerusalem! #weekendvibes #shabbatshalom #FinallyFree #fun…,positive
Just donated for my third time.  We just need to keep this up for one more day.  #AuditTheVote #stillwithher,positive
What were the Mariners thinking! I hope Taijuan has an awesome season an wins the Cy young,positive
"With two touchdown grabs tonight, Michael Roberts ties Lance Moore's 2004 single-season record of 14 receiving touchdowns.",positive
Immigrant Workers Positive for Developed Countries via @user,positive
Harry and I have become obsessed with magic tricks and now we spend hours a day watching David Blaine and Penn & Teller videos,positive
#FREE #Uber ride (up to $20). Sign up using this #UberPromo link:,positive
Jill Scott looks great on Love & Happiness.#ThankYouObama,positive
Datca has managed to retain the Turkish magic even after all the years of foreign visitors and is well… #marmaris,positive
@user because of Obamacare my mother was able to have health insurance for the first time in about 15 years.,positive
Time for art while watching David Blaine's show,positive
Happy Thanksgiving Everyone 😂😂😂 🐥#thanksgiving #onedirection #harrystyles #louistomlinson…,positive
Pro-Tipp 😂 @user Funny yet true!  #translation #translator #getnoticed #xl8,positive
This week's episode of #ScreamQueens was so great I had to watch it again just now😎,positive
@user oh my!! She's back! Hope you are well and had a great Thanksgiving,positive
#OneDirection Story of My Life #Music,positive
Christmas 🎄 then valentines 💝,positive
@user ooo thats nice that means there r jobs!!! just gotta wait fir gay marriage to b legal then im Moving,positive
Watch Tesla Model S P85D’s instant speed avoid a potential rear-end collision,positive
Samsung will be updating Note 5's to the Note 7 Grace UI. Maybe the Galaxy 7 as well!,positive
"@user hi sweetheart, do u like Bob Dylan",positive
Hey Guys! Next month I'm going to Korea in My Mother to spend Christmas vacation there and I'm so excited!!! #korea #onedirection #me,positive
I will end the embargo against Cuba.,positive
@user @user Clinton is ahead over 2 million in popular vote.,positive
#Westworld has blown my fucking mind.,positive
"@user yep. Plus it's funny to say, ""Tim Duncan did it, c'mon Kawhi."" That's akin to ""Go be one of the 10 best players of all time""",positive
I'd hate to see the #TPP trade agreement fail. I love my low-priced Made in #Vietnam running shoes. It's like walking on clouds! #Asics,positive
"That ""educated virgin"" line from ""Sleepwalker"" by The Wallflowers is maybe my favorite written by either Bob OR Jakob Dylan.",positive
Nice @user ! Have fun! #SMITHRADIO @user @user #GilmoreGirls #GilmoreGirlsRevival…,positive
Retail Innovations and Solutions for Business is out! Stories via @user #nationalfastfoodday,positive
Grayson to Allen. Pure beauty!,positive
We had a little fun and enlisted our supporters to be a part of the #MannequinChallenge. Learn more at…,positive
NBA: Jazz get a 108-83 win over the Nuggets. Hayward added 22 Points/7 Assists. @user @user @user #NBA #TakeNote,positive
CNC and 3D Printing Brief is out!,positive
#Uber and #Gautrain; how do I thank thee 👏🏽🙌🏽😄😭😭😀🎉,positive
I really don't care. Final is on Tuesday and I'm watching westworld oops,positive
"@user @user @user Excellent......!...... So, Lovely your song #LaMordidita & dancing moment...... Mr. Ricky Martin. :)",positive
Westworld and our increasingly wired sense of eroticism,positive
(Slideshow) the unintended ways #SelfDrivingCars will change our lives - $TSLA $UBER $GM $F $BMW $GOOG,positive
One Tesla Model S is all I need @user,positive
So this is what happened in the comic...😁😁 #TheWalkingDead The amount of cringe has blew me off this planet😷…,positive
I really wanna watch #FantasticBeasts,positive
"When all eyes are on you, #Wink #WinkFamily #BeautyAndTheBeast #Beast #Love #LoveHer #lovers…",positive
GOD I LOVE ONE DIRECTION SO MUCH❤️ JUST WATCHED #TB1D #WHEREWEARETOUR AND LITERALLY I'M CRYING OUT LOUD! PURE TALANT #onedirection #love,positive
"We're doing a black friday sale, but we're donating 100% of the profits to support the Dakota Access Pipeline prote…",positive
I managed to find Nintendo in Google Earth VR. How many nerd points do I get? #alwayssunnyingoogleearthvr,positive
"Celine sing again, please#BeautyAndTheBeast",positive
I liked a @user video Fidel Castro's ashes arrive in Santiago de Cuba to be interred,positive
David Blaine be my bf ok,positive
Superb account of how Obama is responding to the election and the transition aheadhttps://t.co/i6YP6Ol8SY via @user,positive
"@user @user @user I like the idea of 3D printing a trailer for it, some sort of robotic transportation design challenge...",positive
Seven fascinating facts about #ScreamQueens,positive
"@user I think a lot of us needed that Melania Trump video.  I was like jumping up and down like ""YES!  YES!  PREACH!""",positive
Top story: RED LINE SYMPTOMS OF ACONITE | I LOVE HOMEOPATHY see more,positive
@user @user @user @user @user @user @user The Trump Bump!  I like it😂,positive
#GilmoreGirlsTop4 1. Luke 2 Jess 3 Sookie 4 kirk,positive
@user @user obamacare for me,positive
Pics from @user on the Interview by #HollywoodLivetoday about #Homewalk and more! #ThisIsUs,positive
"I like James Brown, Little Richard , Ben Carson - but not this-   African culture for everyone via @user",positive
@user I could sit in Google Earth VR for hours on end.. absolutely magic experience,positive
Seems legit....#DrainTheSwamp #DayAfterThanksgiving,positive
just heard the go cubs go song 4 the 1st time & it sounds like a song that would play @ the end of a musical when the cast comes on stage,positive
Excellent 2nd Sunday #Advent homily re darkness covering our land w/ #abortion #euthanasia & distinguishing remorse from repentance.,positive
@user @user good luck future Cy Young winner,positive
New tumblr post: @user New tumblr post: @user @user yo! Hot #uber driver last night 😝 #T…,positive
"@user an outdtanding PM who has provided stability, a surplus, some of best growth stats in OECD, & supported gay marriage #respect",positive
Thank you Democratic Party of New Mexico for standing with the First Nation people and Standing Rock Indian...,positive
@user  Lieberman praises McFarland/Flynn in transition release on nomination. Lieberman for State Dept ?,positive
